comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts
661b7c4c000000000600d335,1713077324000,,661b7af8000000001a01170f,character.AI挺聪明的，语音好听，可能比星野好一点，用户什么都能说，ai不行，不能🚗，纸飞机，要收费，但每日签到送很多，用不完，很能瑟，不好控– _ – 不能帮写换一换依然有记忆。国外的ai都要翻墙，poly ai除外，可以浏览器直下，想不受限制的可以试试，支持多种语言，翻译腔严重哦[皱眉R],64b4bfcc000000002b008c78,雪下很久（3,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30nj3t2k3n26g5p5knv6ap33o7suk2f8?imageView2/2/w/120/format/jpg,7,,0,1727521891881
66555ce7000000000e031f76,1716870375000,,661b7af8000000001a01170f,我在AI里面的人有点BT[doge][流汗R][流汗R],6316aac3000000000f005045,苏婉晴（潮粉）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3156gbetq1a205oomlb1jok25oe0g9i0?imageView2/2/w/120/format/jpg,15,,0,1727521891883
662dbb66000000001301b4bc,1714273127000,,661b7af8000000001a01170f,glow我之前真的很爱，就是违禁词特别多[笑哭R]一直聊一个崽崽，现在也偶尔玩玩吧，但是总感觉相比之前差点意思[哭惹R],630acd090000000012002c77,Aurora.,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2jalr4rmja06g5ooapk4kgb3n1743cq0?imageView2/2/w/120/format/jpg,2,,0,1727521891893
664bde7c000000001c00eebf,1716248188000,,661b7af8000000001a01170f,Ai聊天千千万，不是我不用，是我实在登不上[doge][流汗R]好多AI锁号只能锁国内的，国外的实在是苦啊,6479d01d000000001403b945,不讲道理的馒头,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3176349fe0s605p3pq0el7ea53srp2o8?imageView2/2/w/120/format/jpg,5,,0,1727521891912
6651faa2000000001c0343e9,1716648611000,,661b7af8000000001a01170f,马来西亚根本不能。。。[叹气R]他要中国的电话号码[凋谢R],65922ec7000000002200aff9,洛伊.斯兰花🍀,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315nhr5b00q605pci5r3ohbvpipf00g8?imageView2/2/w/120/format/jpg,1,,0,1727521891925
668e84c30000000017000452,1720616131000,,661b7af8000000001a01170f,glow玩不了了现在 特别可惜,630d5afa000000001501404d,无人在意,https://sns-avatar-qc.xhscdn.com/avatar/66ecbf35d0a6d335db288ca7.jpg?imageView2/2/w/120/format/jpg,15,,0,1727521891936
668f39510000000005032a99,1720662354000,,661b7af8000000001a01170f,[偷笑R]怎么能没有我家豆包？,615b0c33000000000201e267,晚安.laif,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317h8ho51k4605oar1gpgjoj7g3khd98?imageView2/2/w/120/format/jpg,13,,0,1727521891947
667237a6000000001500843a,1718761383000,,661b7af8000000001a01170f,其实我比较推荐豆包，是我聊过最聪明的AI了，始终坚持贯彻人设地讨厌我,627676ad000000001000a008,ᅠᅠᅠ,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30r49rgdm1m6g5ojmeqmk1808igvn6d0?imageView2/2/w/120/format/jpg,5,,0,1727521891958
66cf69b7000000000b00ca3d,1724869048000,,661b7af8000000001a01170f,老师们，我感觉我这个中间的应用挺好用的。就是有些时候要充钱,64ba23b9000000001403e093,交友请看置顶（,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317nlchjaka6g5p5q4esl7o4jrd9omgg?imageView2/2/w/120/format/jpg,7,http://sns-webpic-qc.xhscdn.com/202409281911/11055e8e156fa2148d4b19820642fff2/comment/1040g2h031726jca63q105p5q4esl7o4jh705k2g!nd_whlt34_webp_wm_1,0,1727521891970
6693c9eb00000000090164ad,1720961515000,,661b7af8000000001a01170f,有没有那种可以给自己推打语音的，就是那种真实的语音通话，而不是很假的那种星野，感觉好假，我想要的是真正的语音通话，他可以听得懂我说话，我在语音那头可以给他唱歌,66816a2f000000000d026aea,www.小柔,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3166vja51he5g5pk1d8njcqnam3n9mug?imageView2/2/w/120/format/jpg,6,,0,1727521891984
